i x y stance
1178 0.825 -0.085 3
1179 0.825 -0.085 3
1180 0.825 -0.085 3
1181 0.825 -0.085 3
1182 0.825 -0.085 3
1183 0.825 -0.085 3
1184 0.825 -0.085 3
1185 0.825 -0.085 3
1186 0.825 -0.085 3
1187 0.825 -0.085 3
1188 0.825 -0.085 3
1189 0.825 -0.085 3
1190 0.825 -0.085 3
1191 0.825 -0.085 3
1192 0.825 -0.085 3
1193 0.825 -0.085 3
1194 0.825 -0.085 3
1195 0.825 -0.085 3
1196 0.825 -0.085 3
1197 0.825 -0.085 3
1198 0.825 -0.085 3
1199 0.825 -0.085 3
1200 0.825 -0.085 3
1201 0.825 -0.085 3
1202 0.825 -0.085 3
1203 0.825 -0.085 3
1204 0.825 -0.085 3
1205 0.825 -0.085 3
1206 0.825 -0.085 3
1207 0.825 -0.085 3
1208 0.825 -0.085 3
1209 0.825 -0.085 3
1210 0.825 -0.085 3
1211 0.825 -0.085 3
1212 0.825 -0.085 3
1213 0.825 -0.085 3
1214 0.825 -0.085 3
1215 0.825 -0.085 3
1216 0.825 -0.085 3
1217 0.825 -0.085 3
1218 0.825 -0.085 3
1219 0.825 -0.085 3
1220 0.825 -0.085 3
1221 0.825 -0.085 3
1222 0.825 -0.085 3
1223 0.825 -0.085 3
1224 0.825 -0.085 3
1225 0.825 -0.085 3
1226 0.975 0.085 0
1227 0.975 0.085 0
1228 0.975 0.085 0
1229 0.975 0.085 0
1230 0.975 0.085 0
1231 0.975 0.085 0
1232 0.975 0.085 0
1233 0.975 0.085 0
1234 0.975 0.085 0
1235 0.975 0.085 0
1236 0.975 0.085 0
1237 0.975 0.085 0
1238 0.975 0.085 0
1239 0.975 0.085 0
1240 0.975 0.085 0
1241 0.975 0.085 0
1242 0.975 0.085 0
1243 0.975 0.085 0
1244 0.975 0.085 0
1245 0.975 0.085 0
1246 0.975 0.085 0
1247 0.975 0.085 0
1248 0.975 0.085 0
1249 0.975 0.085 0
1250 0.975 0.085 0
1251 0.975 0.085 0
1252 0.975 0.085 0
1253 0.975 0.085 0
1254 0.975 0.085 0
1255 0.975 0.085 0
1256 0.975 0.085 0
1257 0.975 0.085 2
1258 0.975 0.085 2
1259 0.975 0.085 2
1260 0.975 0.085 2
1261 0.975 0.085 2
1262 0.975 0.085 2
1263 0.975 0.085 2
1264 0.975 0.085 2
1265 0.975 0.085 2
1266 0.975 0.085 2
1267 0.975 0.085 2
1268 0.975 0.085 2
1269 0.975 0.085 2
1270 0.975 0.085 2
1271 0.975 0.085 2
1272 0.975 0.085 2
1273 0.975 0.085 2
1274 0.975 0.085 2
1275 0.975 0.085 2
1276 0.975 0.085 2
1277 0.975 0.085 2
1278 0.975 0.085 2
1279 0.975 0.085 2
1280 0.975 0.085 2
1281 0.975 0.085 2
1282 0.975 0.085 2
1283 0.975 0.085 2
1284 0.975 0.085 2
1285 0.975 0.085 2
1286 0.975 0.085 2
1287 0.975 0.085 2
1288 0.975 0.085 2
1289 0.975 0.085 2
1290 0.975 0.085 2
1291 0.975 0.085 2
1292 0.975 0.085 2
1293 0.975 0.085 2
1294 0.975 0.085 2
1295 0.975 0.085 2
1296 0.975 0.085 2
1297 0.975 0.085 2
1298 0.975 0.085 2
1299 0.975 0.085 2
1300 0.975 0.085 2
1301 0.975 0.085 2
1302 0.975 0.085 2
1303 0.975 0.085 2
1304 0.975 0.085 2
1305 0.975 0.085 2
1306 0.975 0.085 2
1307 0.975 0.085 2
1308 0.975 0.085 2
1309 0.975 0.085 2
1310 0.975 0.085 2
1311 0.975 0.085 2
1312 0.975 0.085 2
1313 0.975 0.085 2
1314 0.975 0.085 2
1315 0.975 0.085 2
1316 0.975 0.085 2
1317 0.975 0.085 2
1318 0.975 0.085 2
1319 0.975 0.085 2
1320 0.975 0.085 2
1321 0.975 0.085 2
1322 0.975 0.085 2
1323 0.975 0.085 2
1324 0.975 0.085 2
1325 0.975 0.085 2
1326 0.975 0.085 2
1327 0.975 0.085 2
1328 0.975 0.085 2
1329 0.975 0.085 2
1330 0.975 0.085 2
1331 0.975 0.085 2
1332 0.975 0.085 2
1333 0.975 0.085 2
1334 0.975 0.085 2
1335 0.975 0.085 2
1336 0.975 0.085 2
1337 0.975 0.085 2
1338 0.975 0.085 2
1339 0.975 0.085 2
1340 0.975 0.085 2
1341 0.975 0.085 2
1342 0.975 0.085 2
1343 0.975 0.085 2
1344 0.975 0.085 2
1345 0.975 0.085 2
1346 0.975 0.085 2
1347 0.975 0.085 2
1348 0.975 0.085 2
1349 0.975 0.085 2
1350 0.975 0.085 2
1351 0.975 0.085 2
1352 0.975 0.085 2
1353 0.975 0.085 2
1354 0.975 0.085 2
1355 0.975 0.085 2
1356 0.975 0.085 2
1357 0.975 0.085 2
1358 0.975 0.085 2
1359 0.975 0.085 2
1360 0.975 0.085 2
1361 0.975 0.085 2
1362 0.975 0.085 2
1363 0.975 0.085 2
1364 0.975 0.085 2
1365 0.975 0.085 2
1366 0.975 0.085 2
1367 0.975 0.085 2
1368 0.975 0.085 2
1369 0.975 0.085 2
1370 0.975 0.085 2
1371 0.975 0.085 2
1372 0.975 0.085 2
1373 0.975 0.085 2
1374 0.975 0.085 2
1375 0.975 0.085 2
1376 0.975 0.085 2
1377 0.975 0.085 2
1378 0.975 0.085 2
1379 0.975 0.085 2
1380 0.975 0.085 2
1381 0.975 0.085 2
1382 0.975 0.085 2
1383 0.975 0.085 2
1384 0.975 0.085 2
1385 0.975 0.085 2
1386 0.975 0.085 2
1387 0.975 0.085 2
1388 0.975 0.085 2
1389 0.975 0.085 2
1390 0.975 0.085 2
1391 0.975 0.085 2
1392 0.975 0.085 2
1393 0.975 0.085 2
1394 0.975 0.085 2
1395 0.975 0.085 2
1396 0.975 0.085 2
1397 1.05 -0.085 1
1398 1.05 -0.085 1
1399 1.05 -0.085 1
1400 1.05 -0.085 1
1401 1.05 -0.085 1
1402 1.05 -0.085 1
1403 1.05 -0.085 1
1404 1.05 -0.085 1
1405 1.05 -0.085 1
1406 1.05 -0.085 1
1407 1.05 -0.085 1
1408 1.05 -0.085 1
1409 1.05 -0.085 1
1410 1.05 -0.085 1
1411 1.05 -0.085 1
1412 1.05 -0.085 1
1413 1.05 -0.085 1
1414 1.05 -0.085 1
1415 1.05 -0.085 1
1416 1.05 -0.085 1
1417 1.05 -0.085 1
1418 1.05 -0.085 1
1419 1.05 -0.085 1
1420 1.05 -0.085 1
1421 1.05 -0.085 1
1422 1.05 -0.085 1
1423 1.05 -0.085 1
1424 1.05 -0.085 1
1425 1.05 -0.085 1
1426 1.05 -0.085 1
1427 1.05 -0.085 1
1428 1.05 -0.085 3
1429 1.05 -0.085 3
1430 1.05 -0.085 3
1431 1.05 -0.085 3
1432 1.05 -0.085 3
1433 1.05 -0.085 3
1434 1.05 -0.085 3
1435 1.05 -0.085 3
1436 1.05 -0.085 3
1437 1.05 -0.085 3
1438 1.05 -0.085 3
1439 1.05 -0.085 3
1440 1.05 -0.085 3
1441 1.05 -0.085 3
1442 1.05 -0.085 3
1443 1.05 -0.085 3
1444 1.05 -0.085 3
1445 1.05 -0.085 3
1446 1.05 -0.085 3
1447 1.05 -0.085 3
1448 1.05 -0.085 3
1449 1.05 -0.085 3
1450 1.05 -0.085 3
1451 1.05 -0.085 3
1452 1.05 -0.085 3
1453 1.05 -0.085 3
1454 1.05 -0.085 3
1455 1.05 -0.085 3
1456 1.05 -0.085 3
1457 1.05 -0.085 3
1458 1.05 -0.085 3
1459 1.05 -0.085 3
1460 1.05 -0.085 3
1461 1.05 -0.085 3
1462 1.05 -0.085 3
1463 1.05 -0.085 3
1464 1.05 -0.085 3
1465 1.05 -0.085 3
1466 1.05 -0.085 3
1467 1.05 -0.085 3
1468 1.05 -0.085 3
1469 1.05 -0.085 3
1470 1.05 -0.085 3
1471 1.05 -0.085 3
1472 1.05 -0.085 3
1473 1.05 -0.085 3
1474 1.05 -0.085 3
1475 1.05 -0.085 3
1476 1.05 -0.085 3
1477 1.05 -0.085 3
1478 1.05 -0.085 3
1479 1.05 -0.085 3
1480 1.05 -0.085 3
1481 1.05 -0.085 3
1482 1.05 -0.085 3
1483 1.05 -0.085 3
1484 1.05 -0.085 3
1485 1.05 -0.085 3
1486 1.05 -0.085 3
1487 1.05 -0.085 3
1488 1.05 -0.085 3
1489 1.05 -0.085 3
1490 1.05 -0.085 3
1491 1.05 -0.085 3
1492 1.05 -0.085 3
1493 1.05 -0.085 3
1494 1.05 -0.085 3
1495 1.05 -0.085 3
1496 1.05 -0.085 3
1497 1.05 -0.085 3
1498 1.05 -0.085 3
1499 1.05 -0.085 3
1500 1.05 -0.085 3
1501 1.05 -0.085 3
1502 1.05 -0.085 3
1503 1.05 -0.085 3
1504 1.05 -0.085 3
1505 1.05 -0.085 3
1506 1.05 -0.085 3
1507 1.05 -0.085 3
1508 1.05 -0.085 3
1509 1.05 -0.085 3
1510 1.05 -0.085 3
1511 1.05 -0.085 3
1512 1.05 -0.085 3
1513 1.05 -0.085 3
1514 1.05 -0.085 3
1515 1.05 -0.085 3
1516 1.05 -0.085 3
1517 1.05 -0.085 3
1518 1.05 -0.085 3
1519 1.05 -0.085 3
1520 1.05 -0.085 3
1521 1.05 -0.085 3
1522 1.05 -0.085 3
1523 1.05 -0.085 3
1524 1.05 -0.085 3
1525 1.05 -0.085 3
1526 1.05 -0.085 3
1527 1.05 -0.085 3
1528 1.05 -0.085 3
1529 1.05 -0.085 3
1530 1.05 -0.085 3
1531 1.05 -0.085 3
1532 1.05 -0.085 3
1533 1.05 -0.085 3
1534 1.05 -0.085 3
1535 1.05 -0.085 3
1536 1.05 -0.085 3
1537 1.05 -0.085 3
1538 1.05 -0.085 3
1539 1.05 -0.085 3
1540 1.05 -0.085 3
1541 1.05 -0.085 3
1542 1.05 -0.085 3
1543 1.05 -0.085 3
1544 1.05 -0.085 3
1545 1.05 -0.085 3
1546 1.05 -0.085 3
1547 1.05 -0.085 3
1548 1.05 -0.085 3
1549 1.05 -0.085 3
1550 1.05 -0.085 3
1551 1.05 -0.085 3
1552 1.05 -0.085 3
1553 1.05 -0.085 3
1554 1.05 -0.085 3
1555 1.05 -0.085 3
1556 1.05 -0.085 3
1557 1.05 -0.085 3
1558 1.05 -0.085 3
1559 1.05 -0.085 3
1560 1.05 -0.085 3
1561 1.05 -0.085 3
1562 1.05 -0.085 3
1563 1.05 -0.085 3
1564 1.05 -0.085 3
1565 1.05 -0.085 3
1566 1.05 -0.085 3
1567 1.05 -0.085 3
1568 1.05 0 0
1569 1.05 0 0
1570 1.05 0 0
1571 1.05 0 0
1572 1.05 0 0
1573 1.05 0 0
1574 1.05 0 0
1575 1.05 0 0
1576 1.05 0 0
1577 1.05 0 0
1578 1.05 0 0
1579 1.05 0 0
1580 1.05 0 0
1581 1.05 0 0
1582 1.05 0 0
1583 1.05 0 0
1584 1.05 0 0
1585 1.05 0 0
1586 1.05 0 0
1587 1.05 0 0
1588 1.05 0 0
1589 1.05 0 0
1590 1.05 0 0
1591 1.05 0 0
1592 1.05 0 0
1593 1.05 0 0
1594 1.05 0 0
1595 1.05 0 0
1596 1.05 0 0
1597 1.05 0 0
1598 1.05 0 0
1599 1.05 0 0
1600 1.05 0 0
1601 1.05 0 0
1602 1.05 0 0
1603 1.05 0 0
1604 1.05 0 0
1605 1.05 0 0
1606 1.05 0 0
1607 1.05 0 0
1608 1.05 0 0
1609 1.05 0 0
1610 1.05 0 0
1611 1.05 0 0
1612 1.05 0 0
1613 1.05 0 0
1614 1.05 0 0
1615 1.05 0 0
1616 1.05 0 0
1617 1.05 0 0
1618 1.05 0 0
1619 1.05 0 0
1620 1.05 0 0
1621 1.05 0 0
1622 1.05 0 0
1623 1.05 0 0
1624 1.05 0 0
1625 1.05 0 0
1626 1.05 0 0
1627 1.05 0 0
1628 1.05 0 0
1629 1.05 0 0
1630 1.05 0 0
1631 1.05 0 0
1632 1.05 0 0
1633 1.05 0 0
1634 1.05 0 0
1635 1.05 0 0
1636 1.05 0 0
1637 1.05 0 0
1638 1.05 0 0
1639 1.05 0 0
1640 1.05 0 0
1641 1.05 0 0
1642 1.05 0 0
1643 1.05 0 0
1644 1.05 0 0
1645 1.05 0 0
1646 1.05 0 0
1647 1.05 0 0
1648 1.05 0 0
1649 1.05 0 0
1650 1.05 0 0
1651 1.05 0 0
1652 1.05 0 0
1653 1.05 0 0
1654 1.05 0 0
1655 1.05 0 0
1656 1.05 0 0
1657 1.05 0 0
1658 1.05 0 0
1659 1.05 0 0
1660 1.05 0 0
1661 1.05 0 0
1662 1.05 0 0
1663 1.05 0 0
1664 1.05 0 0
1665 1.05 0 0
1666 1.05 0 0
1667 1.05 0 0
1668 1.05 0 0
1669 1.05 0 0
1670 1.05 0 0
1671 1.05 0 0
1672 1.05 0 0
1673 1.05 0 0
1674 1.05 0 0
1675 1.05 0 0
1676 1.05 0 0
1677 1.05 0 0
1678 1.05 0 0
1679 1.05 0 0
1680 1.05 0 0
1681 1.05 0 0
1682 1.05 0 0
1683 1.05 0 0
1684 1.05 0 0
1685 1.05 0 0
1686 1.05 0 0
1687 1.05 0 0
1688 1.05 0 0
1689 1.05 0 0
1690 1.05 0 0
1691 1.05 0 0
1692 1.05 0 0
1693 1.05 0 0
1694 1.05 0 0
1695 1.05 0 0
1696 1.05 0 0
1697 1.05 0 0
1698 1.05 0 0
1699 1.05 0 0
1700 1.05 0 0
1701 1.05 0 0
1702 1.05 0 0
1703 1.05 0 0
1704 1.05 0 0
1705 1.05 0 0
1706 1.05 0 0
1707 1.05 0 0
1708 1.05 0 0
1709 1.05 0 0
1710 1.05 0 0
1711 1.05 0 0
1712 1.05 0 0
1713 1.05 0 0
1714 1.05 0 0
1715 1.05 0 0
1716 1.05 0 0
1717 1.05 0 0
1718 1.05 0 0
1719 1.05 0 0
1720 1.05 0 0
1721 1.05 0 0
1722 1.05 0 0
1723 1.05 0 0
1724 1.05 0 0
1725 1.05 0 0
1726 1.05 0 0
1727 1.05 0 0
1728 1.05 0 0
1729 1.05 0 0
1730 1.05 0 0
1731 1.05 0 0
1732 1.05 0 0
1733 1.05 0 0
1734 1.05 0 0
1735 1.05 0 0
1736 1.05 0 0
1737 1.05 0 0
1738 1.05 0 0
1739 1.05 0 0
1740 1.05 0 0
1741 1.05 0 0
1742 1.05 0 0
1743 1.05 0 0
1744 1.05 0 0
1745 1.05 0 0
1746 1.05 0 0
1747 1.05 0 0
1748 1.05 0 0
1749 1.05 0 0
1750 1.05 0 0
1751 1.05 0 0
1752 1.05 0 0
1753 1.05 0 0
1754 1.05 0 0
1755 1.05 0 0
1756 1.05 0 0
1757 1.05 0 0
1758 1.05 0 0
1759 1.05 0 0
1760 1.05 0 0
1761 1.05 0 0
1762 1.05 0 0
1763 1.05 0 0
1764 1.05 0 0
1765 1.05 0 0
1766 1.05 0 0
1767 1.05 0 0
